commodity,variety,grade,min_price,modal_price,max_price,date,state,district,market,buffer_stock_qty_kg
Onion,Red/Nashik,FAQ,25.52,28.09,30.85,2025-08-23,Uttar Pradesh,Lucknow,Dubagga Mandi,5280
Tomato,Hybrid,FAQ,30.47,33.09,34.81,2024-12-01,Uttar Pradesh,Lucknow,Dubagga Mandi,5816
Tomato,Hybrid,FAQ,37.83,41.84,45.08,2025-06-26,Maharashtra,Mumbai,Vashi APMC,4450
Ginger,Local,FAQ,80.52,86.21,90.78,2025-09-30,Delhi,Delhi,Azadpur APMC,4936
Palm Oil,Imported,FAQ,83.13,91.25,100.1,2024-11-28,Delhi,Delhi,Azadpur APMC,5017
Palm Oil,Imported,FAQ,82.01,89.94,97.07,2025-11-12,Delhi,Delhi,Azadpur APMC,5064
Masoor Dal,Red,FAQ,77.31,85.56,93.23,2025-09-10,Delhi,Delhi,Azadpur APMC,5104
Onion,Red/Nashik,FAQ,41.28,43.6,47.1,2025-02-08,Delhi,Delhi,Azadpur APMC,4354
Sugar,M-30,FAQ,40.09,44.43,46.97,2025-03-03,Maharashtra,Mumbai,Vashi APMC,4754
Tomato,Hybrid,FAQ,27.9,29.4,31.88,2025-11-02,Delhi,Delhi,Azadpur APMC,5672
Tur Dal,Unpolished,FAQ,86.93,95.22,102.12,2025-10-30,Uttar Pradesh,Lucknow,Dubagga Mandi,6038
Tur Dal,Unpolished,FAQ,100.89,110.98,120.57,2025-01-18,Karnataka,Bengaluru,Yeshwantpur APMC,4923
Moong Dal,Split,FAQ,83.18,92.08,98.07,2025-09-21,Maharashtra,Mumbai,Vashi APMC,5142
Palm Oil,Imported,FAQ,78.24,83.35,89.4,2025-09-28,Maharashtra,Mumbai,Vashi APMC,6202
Potato,Desi/Local,FAQ,23.0,24.25,26.26,2025-08-03,Maharashtra,Mumbai,Vashi APMC,5047
Potato,Desi/Local,FAQ,30.69,33.02,35.55,2025-04-02,Uttar Pradesh,Lucknow,Dubagga Mandi,4674
Masoor Dal,Red,FAQ,82.78,89.03,95.81,2025-02-02,Delhi,Delhi,Azadpur APMC,4400
Milk,Toned,FAQ,57.85,62.44,65.73,2025-08-26,Maharashtra,Mumbai,Vashi APMC,4732
Tur Dal,Unpolished,FAQ,103.57,109.3,119.0,2025-06-14,Karnataka,Bengaluru,Yeshwantpur APMC,5351
Potato,Desi/Local,FAQ,26.19,27.81,29.97,2025-01-21,Delhi,Delhi,Azadpur APMC,4989
Tomato,Hybrid,FAQ,29.07,31.39,33.5,2025-08-28,Uttar Pradesh,Lucknow,Dubagga Mandi,5822
Salt,Iodized,FAQ,17.62,19.02,20.44,2024-11-23,Delhi,Delhi,Azadpur APMC,4649
Salt,Iodized,FAQ,16.64,17.65,18.96,2025-07-29,Karnataka,Bengaluru,Yeshwantpur APMC,5328
Garlic,Desi,FAQ,123.63,137.34,148.44,2025-04-22,Uttar Pradesh,Lucknow,Dubagga Mandi,3719
Groundnut Oil,Filtered,FAQ,164.52,179.8,196.24,2024-12-11,Delhi,Delhi,Azadpur APMC,4883
Sugar,M-30,FAQ,35.69,39.58,43.14,2024-11-26,Maharashtra,Mumbai,Vashi APMC,5696
Onion,Red/Nashik,FAQ,35.0,37.58,40.61,2025-01-26,Maharashtra,Mumbai,Vashi APMC,4632
Moong Dal,Split,FAQ,95.84,102.4,111.43,2025-02-20,Maharashtra,Mumbai,Vashi APMC,4572
Garlic,Desi,FAQ,117.96,130.7,140.52,2025-01-16,Delhi,Delhi,Azadpur APMC,4113
Milk,Toned,FAQ,61.02,64.28,67.95,2025-04-10,Delhi,Delhi,Azadpur APMC,3642
Garlic,Desi,FAQ,117.81,128.33,138.31,2025-02-20,Karnataka,Bengaluru,Yeshwantpur APMC,3761
Sugar,M-30,FAQ,42.68,45.21,49.13,2025-06-07,Maharashtra,Mumbai,Vashi APMC,4822
Masoor Dal,Red,FAQ,76.33,81.3,87.32,2024-11-11,Maharashtra,Mumbai,Vashi APMC,5401
Green Chilli,Teja,FAQ,54.5,57.61,63.31,2025-09-11,Maharashtra,Mumbai,Vashi APMC,4921
Urad Dal,Black,FAQ,94.46,101.08,111.06,2025-09-12,Uttar Pradesh,Lucknow,Dubagga Mandi,5633
Onion,Red/Nashik,FAQ,21.76,23.17,24.93,2024-11-02,Karnataka,Bengaluru,Yeshwantpur APMC,6026
Gram Dal,Desi,FAQ,63.45,68.28,73.3,2024-10-23,Uttar Pradesh,Lucknow,Dubagga Mandi,5244
Rice,Basmati/Common,FAQ,39.73,41.98,45.13,2024-11-27,Uttar Pradesh,Lucknow,Dubagga Mandi,5270
Mustard Oil,Kachi Ghani,FAQ,123.44,130.82,138.48,2024-10-27,Uttar Pradesh,Lucknow,Dubagga Mandi,6341
Wheat,Sharbati,FAQ,29.76,31.71,33.45,2025-11-21,Delhi,Delhi,Azadpur APMC,5329
Green Chilli,Teja,FAQ,55.91,61.41,64.59,2025-01-15,Uttar Pradesh,Lucknow,Dubagga Mandi,4803
Milk,Toned,FAQ,58.4,62.26,68.26,2025-03-04,Karnataka,Bengaluru,Yeshwantpur APMC,4597
Ginger,Local,FAQ,79.4,88.21,94.02,2024-10-28,Delhi,Delhi,Azadpur APMC,5298
Urad Dal,Black,FAQ,84.52,93.64,102.04,2025-08-23,Uttar Pradesh,Lucknow,Dubagga Mandi,5873
Green Chilli,Teja,FAQ,65.73,69.54,75.37,2025-02-18,Delhi,Delhi,Azadpur APMC,4419
Gram Dal,Desi,FAQ,71.42,75.79,83.12,2025-06-11,Karnataka,Bengaluru,Yeshwantpur APMC,4559
Atta,Whole Wheat,FAQ,36.01,38.0,40.58,2025-02-04,Uttar Pradesh,Lucknow,Dubagga Mandi,4206
Rice,Basmati/Common,FAQ,35.69,39.49,42.9,2025-09-15,Maharashtra,Mumbai,Vashi APMC,5779
Gram Dal,Desi,FAQ,64.53,68.19,71.99,2024-12-11,Maharashtra,Mumbai,Vashi APMC,5569
Palm Oil,Imported,FAQ,90.56,100.31,108.39,2025-01-28,Karnataka,Bengaluru,Yeshwantpur APMC,4571
Tur Dal,Unpolished,FAQ,109.13,117.23,127.2,2025-03-11,Uttar Pradesh,Lucknow,Dubagga Mandi,4421
Urad Dal,Black,FAQ,102.37,111.85,121.01,2025-02-16,Uttar Pradesh,Lucknow,Dubagga Mandi,4621
Palm Oil,Imported,FAQ,92.63,101.33,107.87,2025-01-08,Delhi,Delhi,Azadpur APMC,4865
Green Chilli,Teja,FAQ,60.08,64.06,69.05,2025-06-16,Uttar Pradesh,Lucknow,Dubagga Mandi,4840
Palm Oil,Imported,FAQ,86.51,91.51,98.19,2025-08-08,Maharashtra,Mumbai,Vashi APMC,5313
Urad Dal,Black,FAQ,87.33,97.01,105.28,2025-09-04,Delhi,Delhi,Azadpur APMC,5303
Green Chilli,Teja,FAQ,63.71,70.38,74.57,2025-03-10,Uttar Pradesh,Lucknow,Dubagga Mandi,4270
Gram Dal,Desi,FAQ,78.87,85.22,90.15,2025-03-06,Delhi,Delhi,Azadpur APMC,3626
Sugar,M-30,FAQ,42.55,46.42,50.81,2025-03-15,Maharashtra,Mumbai,Vashi APMC,4514
Sunflower Oil,Refined,FAQ,111.5,122.43,131.99,2025-08-03,Karnataka,Bengaluru,Yeshwantpur APMC,5407
Green Chilli,Teja,FAQ,61.5,67.54,73.0,2025-03-09,Karnataka,Bengaluru,Yeshwantpur APMC,4049
Salt,Iodized,FAQ,17.68,19.41,20.67,2025-09-09,Maharashtra,Mumbai,Vashi APMC,5260
Masoor Dal,Red,FAQ,86.99,96.51,103.4,2025-02-15,Maharashtra,Mumbai,Vashi APMC,3881
Mustard Oil,Kachi Ghani,FAQ,146.51,158.25,167.3,2025-02-18,Maharashtra,Mumbai,Vashi APMC,3487
Ginger,Local,FAQ,87.54,92.55,101.4,2025-01-19,Karnataka,Bengaluru,Yeshwantpur APMC,5007
Potato,Desi/Local,FAQ,28.11,29.97,31.64,2025-05-06,Delhi,Delhi,Azadpur APMC,4279
Masoor Dal,Red,FAQ,72.57,78.58,85.6,2024-11-14,Maharashtra,Mumbai,Vashi APMC,5791
Potato,Desi/Local,FAQ,18.35,19.5,20.5,2025-10-24,Uttar Pradesh,Lucknow,Dubagga Mandi,5363
Mustard Oil,Kachi Ghani,FAQ,139.38,150.08,159.73,2025-06-03,Maharashtra,Mumbai,Vashi APMC,3956
Masoor Dal,Red,FAQ,79.02,86.27,91.42,2024-11-01,Uttar Pradesh,Lucknow,Dubagga Mandi,4861
Rice,Basmati/Common,FAQ,41.0,43.94,46.21,2025-10-18,Karnataka,Bengaluru,Yeshwantpur APMC,5600
Tomato,Hybrid,FAQ,35.33,37.37,40.18,2025-01-02,Uttar Pradesh,Lucknow,Dubagga Mandi,5399
Palm Oil,Imported,FAQ,93.22,102.79,112.86,2025-04-17,Karnataka,Bengaluru,Yeshwantpur APMC,3969
Mustard Oil,Kachi Ghani,FAQ,138.0,145.79,157.08,2025-11-15,Karnataka,Bengaluru,Yeshwantpur APMC,4745
Masoor Dal,Red,FAQ,69.38,76.36,81.34,2024-11-20,Maharashtra,Mumbai,Vashi APMC,5865
Potato,Desi/Local,FAQ,21.24,23.52,25.54,2024-12-14,Delhi,Delhi,Azadpur APMC,5460
Moong Dal,Split,FAQ,96.08,101.67,110.04,2025-04-17,Uttar Pradesh,Lucknow,Dubagga Mandi,4811
Potato,Desi/Local,FAQ,28.28,30.24,32.41,2025-05-08,Uttar Pradesh,Lucknow,Dubagga Mandi,4344
Wheat,Sharbati,FAQ,28.46,31.05,33.01,2025-02-03,Maharashtra,Mumbai,Vashi APMC,4462
Potato,Desi/Local,FAQ,20.33,21.52,23.48,2024-12-01,Delhi,Delhi,Azadpur APMC,5474
Tomato,Hybrid,FAQ,36.31,39.87,43.84,2025-01-03,Delhi,Delhi,Azadpur APMC,4827
Moong Dal,Split,FAQ,92.96,101.33,109.29,2025-01-07,Uttar Pradesh,Lucknow,Dubagga Mandi,4596
Potato,Desi/Local,FAQ,25.04,26.89,28.32,2025-01-10,Maharashtra,Mumbai,Vashi APMC,5210
Sunflower Oil,Refined,FAQ,121.72,133.48,140.77,2025-06-16,Maharashtra,Mumbai,Vashi APMC,4855
Ginger,Local,FAQ,80.57,88.11,96.33,2025-08-11,Maharashtra,Mumbai,Vashi APMC,5018
Palm Oil,Imported,FAQ,93.57,99.83,107.43,2024-12-14,Karnataka,Bengaluru,Yeshwantpur APMC,5011
Masoor Dal,Red,FAQ,76.83,85.18,91.43,2025-09-26,Delhi,Delhi,Azadpur APMC,5281
Palm Oil,Imported,FAQ,99.16,108.78,119.19,2025-05-12,Uttar Pradesh,Lucknow,Dubagga Mandi,3657
Palm Oil,Imported,FAQ,83.46,88.92,97.76,2024-10-25,Karnataka,Bengaluru,Yeshwantpur APMC,5515
Potato,Desi/Local,FAQ,28.93,31.4,33.45,2025-03-09,Uttar Pradesh,Lucknow,Dubagga Mandi,4810
Garlic,Desi,FAQ,117.98,126.31,134.19,2025-02-17,Uttar Pradesh,Lucknow,Dubagga Mandi,4694
Urad Dal,Black,FAQ,105.55,113.59,119.76,2025-06-12,Delhi,Delhi,Azadpur APMC,4613
Tur Dal,Unpolished,FAQ,112.6,122.77,132.96,2025-05-07,Karnataka,Bengaluru,Yeshwantpur APMC,3594
Garlic,Desi,FAQ,125.72,132.91,143.14,2025-03-16,Uttar Pradesh,Lucknow,Dubagga Mandi,3827
Potato,Desi/Local,FAQ,26.36,28.69,30.2,2025-01-30,Uttar Pradesh,Lucknow,Dubagga Mandi,4882
Green Chilli,Teja,FAQ,60.35,63.61,66.9,2025-02-11,Maharashtra,Mumbai,Vashi APMC,5116
Sunflower Oil,Refined,FAQ,123.24,133.89,144.89,2024-12-23,Delhi,Delhi,Azadpur APMC,4974
Masoor Dal,Red,FAQ,93.93,100.33,107.61,2025-04-05,Maharashtra,Mumbai,Vashi APMC,3506
Gram Dal,Desi,FAQ,61.61,67.34,72.33,2025-09-26,Karnataka,Bengaluru,Yeshwantpur APMC,5893
Soya Oil,Refined,FAQ,118.6,125.75,133.09,2025-07-12,Delhi,Delhi,Azadpur APMC,5210
Rice,Basmati/Common,FAQ,42.52,45.24,49.26,2025-06-10,Delhi,Delhi,Azadpur APMC,5354
Groundnut Oil,Filtered,FAQ,165.3,180.73,190.77,2025-01-30,Karnataka,Bengaluru,Yeshwantpur APMC,4919
Milk,Toned,FAQ,57.04,62.33,65.76,2025-03-15,Karnataka,Bengaluru,Yeshwantpur APMC,4755
Potato,Desi/Local,FAQ,18.31,19.58,20.71,2025-11-02,Maharashtra,Mumbai,Vashi APMC,5351
Urad Dal,Black,FAQ,111.98,120.24,127.26,2025-03-02,Karnataka,Bengaluru,Yeshwantpur APMC,3623
Urad Dal,Black,FAQ,107.71,115.02,123.54,2025-05-04,Uttar Pradesh,Lucknow,Dubagga Mandi,3690
Potato,Desi/Local,FAQ,20.88,22.99,24.97,2025-07-19,Karnataka,Bengaluru,Yeshwantpur APMC,5061
Atta,Whole Wheat,FAQ,32.54,36.04,38.78,2025-09-09,Uttar Pradesh,Lucknow,Dubagga Mandi,4607
Masoor Dal,Red,FAQ,70.43,77.64,83.8,2024-11-04,Delhi,Delhi,Azadpur APMC,5274
Green Chilli,Teja,FAQ,62.21,65.7,71.23,2025-05-21,Karnataka,Bengaluru,Yeshwantpur APMC,4661
Ginger,Local,FAQ,75.56,80.97,87.41,2025-09-02,Maharashtra,Mumbai,Vashi APMC,5475
Soya Oil,Refined,FAQ,109.79,116.22,122.72,2025-10-24,Uttar Pradesh,Lucknow,Dubagga Mandi,5438
Moong Dal,Split,FAQ,96.25,103.55,110.84,2025-04-16,Delhi,Delhi,Azadpur APMC,4495
Rice,Basmati/Common,FAQ,44.75,48.49,51.7,2025-04-30,Uttar Pradesh,Lucknow,Dubagga Mandi,5124
Soya Oil,Refined,FAQ,133.43,147.89,155.3,2025-02-25,Delhi,Delhi,Azadpur APMC,2536
Groundnut Oil,Filtered,FAQ,152.69,165.02,174.84,2025-10-19,Karnataka,Bengaluru,Yeshwantpur APMC,6109
Garlic,Desi,FAQ,103.0,110.51,119.27,2025-10-23,Delhi,Delhi,Azadpur APMC,5676
Masoor Dal,Red,FAQ,77.51,86.01,92.26,2025-09-17,Uttar Pradesh,Lucknow,Dubagga Mandi,4591
Sugar,M-30,FAQ,37.93,41.13,43.91,2025-07-01,Karnataka,Bengaluru,Yeshwantpur APMC,4803
Salt,Iodized,FAQ,20.44,21.64,23.41,2025-06-06,Karnataka,Bengaluru,Yeshwantpur APMC,4552
Sunflower Oil,Refined,FAQ,105.7,112.77,119.92,2024-12-01,Delhi,Delhi,Azadpur APMC,7044
Soya Oil,Refined,FAQ,113.32,122.52,129.53,2025-08-12,Maharashtra,Mumbai,Vashi APMC,5102
Moong Dal,Split,FAQ,99.59,106.09,112.44,2025-04-04,Karnataka,Bengaluru,Yeshwantpur APMC,3747
Salt,Iodized,FAQ,16.24,17.66,19.34,2024-12-21,Karnataka,Bengaluru,Yeshwantpur APMC,5708
Potato,Desi/Local,FAQ,27.21,30.13,32.75,2025-02-16,Delhi,Delhi,Azadpur APMC,4753
Onion,Red/Nashik,FAQ,40.62,43.65,46.55,2025-05-14,Karnataka,Bengaluru,Yeshwantpur APMC,4470
Garlic,Desi,FAQ,106.44,115.39,125.76,2025-08-19,Karnataka,Bengaluru,Yeshwantpur APMC,5960
Ginger,Local,FAQ,95.3,103.27,109.52,2025-04-09,Maharashtra,Mumbai,Vashi APMC,3307
Potato,Desi/Local,FAQ,30.03,32.38,34.69,2025-02-26,Maharashtra,Mumbai,Vashi APMC,4202
Masoor Dal,Red,FAQ,79.12,83.67,90.21,2025-08-13,Delhi,Delhi,Azadpur APMC,5601
Rice,Basmati/Common,FAQ,42.37,45.49,47.89,2025-07-08,Uttar Pradesh,Lucknow,Dubagga Mandi,5182
Atta,Whole Wheat,FAQ,31.1,33.05,35.54,2025-07-04,Delhi,Delhi,Azadpur APMC,4756
Masoor Dal,Red,FAQ,84.67,90.72,98.1,2025-04-14,Uttar Pradesh,Lucknow,Dubagga Mandi,3939
Green Chilli,Teja,FAQ,51.88,55.51,58.82,2025-08-07,Maharashtra,Mumbai,Vashi APMC,5924
Wheat,Sharbati,FAQ,27.12,28.88,30.74,2025-08-13,Uttar Pradesh,Lucknow,Dubagga Mandi,4983
Sugar,M-30,FAQ,39.5,42.4,44.63,2025-07-03,Delhi,Delhi,Azadpur APMC,4853
Soya Oil,Refined,FAQ,111.17,119.73,128.85,2025-07-01,Karnataka,Bengaluru,Yeshwantpur APMC,5358
Milk,Toned,FAQ,57.24,60.67,64.91,2025-05-02,Uttar Pradesh,Lucknow,Dubagga Mandi,4391
Gram Dal,Desi,FAQ,64.87,71.61,75.51,2025-08-27,Maharashtra,Mumbai,Vashi APMC,5431
Soya Oil,Refined,FAQ,117.78,125.75,137.74,2024-11-03,Delhi,Delhi,Azadpur APMC,5386
Mustard Oil,Kachi Ghani,FAQ,120.22,129.48,139.48,2024-12-12,Karnataka,Bengaluru,Yeshwantpur APMC,5816
Onion,Red/Nashik,FAQ,28.49,30.18,32.34,2025-11-12,Karnataka,Bengaluru,Yeshwantpur APMC,5701
Green Chilli,Teja,FAQ,60.79,66.18,69.9,2025-04-25,Maharashtra,Mumbai,Vashi APMC,4876
Sunflower Oil,Refined,FAQ,133.74,143.88,151.47,2025-06-13,Karnataka,Bengaluru,Yeshwantpur APMC,3322
Rice,Basmati/Common,FAQ,47.53,50.18,53.17,2025-03-26,Uttar Pradesh,Lucknow,Dubagga Mandi,4014
Tur Dal,Unpolished,FAQ,86.82,92.58,101.1,2024-11-08,Uttar Pradesh,Lucknow,Dubagga Mandi,7176
Wheat,Sharbati,FAQ,28.1,30.41,33.32,2025-07-05,Maharashtra,Mumbai,Vashi APMC,4691
Garlic,Desi,FAQ,108.19,118.68,127.83,2024-11-28,Karnataka,Bengaluru,Yeshwantpur APMC,5506
Onion,Red/Nashik,FAQ,27.59,29.88,31.95,2025-08-05,Karnataka,Bengaluru,Yeshwantpur APMC,5017
Sugar,M-30,FAQ,36.09,39.55,42.05,2025-11-11,Maharashtra,Mumbai,Vashi APMC,4915
Mustard Oil,Kachi Ghani,FAQ,135.8,146.18,160.11,2025-11-17,Delhi,Delhi,Azadpur APMC,4377
Groundnut Oil,Filtered,FAQ,159.65,176.75,191.42,2025-08-03,Delhi,Delhi,Azadpur APMC,5785
Tomato,Hybrid,FAQ,29.41,32.28,34.51,2025-08-31,Uttar Pradesh,Lucknow,Dubagga Mandi,5492
Sunflower Oil,Refined,FAQ,113.62,121.3,133.34,2024-12-28,Uttar Pradesh,Lucknow,Dubagga Mandi,6193
Urad Dal,Black,FAQ,104.94,112.77,122.75,2025-02-08,Maharashtra,Mumbai,Vashi APMC,4592
Gram Dal,Desi,FAQ,62.36,68.45,71.97,2025-08-13,Karnataka,Bengaluru,Yeshwantpur APMC,5272
Soya Oil,Refined,FAQ,121.87,130.26,140.4,2025-05-07,Delhi,Delhi,Azadpur APMC,4264
Groundnut Oil,Filtered,FAQ,166.9,182.45,199.6,2024-12-20,Maharashtra,Mumbai,Vashi APMC,5207
Mustard Oil,Kachi Ghani,FAQ,132.37,140.26,147.33,2025-08-03,Maharashtra,Mumbai,Vashi APMC,4645
Soya Oil,Refined,FAQ,129.19,137.62,147.31,2025-05-14,Delhi,Delhi,Azadpur APMC,3441
Sunflower Oil,Refined,FAQ,124.08,132.99,145.89,2025-07-29,Delhi,Delhi,Azadpur APMC,4215
Masoor Dal,Red,FAQ,82.43,90.63,99.29,2025-04-06,Uttar Pradesh,Lucknow,Dubagga Mandi,4149
Green Chilli,Teja,FAQ,61.57,67.76,72.19,2025-02-05,Delhi,Delhi,Azadpur APMC,4236
Garlic,Desi,FAQ,118.06,130.62,141.22,2025-04-15,Maharashtra,Mumbai,Vashi APMC,3690
Green Chilli,Teja,FAQ,63.86,68.93,75.04,2025-05-15,Karnataka,Bengaluru,Yeshwantpur APMC,4282
Sugar,M-30,FAQ,39.29,41.47,43.85,2025-08-18,Karnataka,Bengaluru,Yeshwantpur APMC,5461
Onion,Red/Nashik,FAQ,25.5,28.11,30.01,2024-11-27,Maharashtra,Mumbai,Vashi APMC,5335
Tomato,Hybrid,FAQ,45.69,50.68,55.08,2025-02-20,Karnataka,Bengaluru,Yeshwantpur APMC,4288
Mustard Oil,Kachi Ghani,FAQ,126.59,137.82,146.58,2024-11-19,Karnataka,Bengaluru,Yeshwantpur APMC,5060
Milk,Toned,FAQ,56.18,59.29,64.88,2025-03-18,Uttar Pradesh,Lucknow,Dubagga Mandi,4212
Wheat,Sharbati,FAQ,28.11,29.89,32.07,2025-11-06,Delhi,Delhi,Azadpur APMC,5313
Tomato,Hybrid,FAQ,28.02,30.36,32.55,2024-11-11,Maharashtra,Mumbai,Vashi APMC,5678
Masoor Dal,Red,FAQ,79.06,83.28,91.51,2025-10-23,Delhi,Delhi,Azadpur APMC,5350
Rice,Basmati/Common,FAQ,42.9,46.7,50.77,2024-11-22,Uttar Pradesh,Lucknow,Dubagga Mandi,4512
Green Chilli,Teja,FAQ,53.98,58.03,62.26,2025-10-15,Karnataka,Bengaluru,Yeshwantpur APMC,5118
Moong Dal,Split,FAQ,85.73,91.66,99.2,2024-10-29,Uttar Pradesh,Lucknow,Dubagga Mandi,5688
Moong Dal,Split,FAQ,101.55,107.26,113.36,2025-03-13,Karnataka,Bengaluru,Yeshwantpur APMC,4155
Tomato,Hybrid,FAQ,27.23,29.99,32.91,2025-09-10,Karnataka,Bengaluru,Yeshwantpur APMC,5610
Salt,Iodized,FAQ,19.94,21.96,23.39,2025-03-15,Karnataka,Bengaluru,Yeshwantpur APMC,5278
Salt,Iodized,FAQ,21.69,23.33,25.3,2025-06-13,Delhi,Delhi,Azadpur APMC,4844
Sunflower Oil,Refined,FAQ,125.45,138.12,145.06,2025-06-03,Uttar Pradesh,Lucknow,Dubagga Mandi,4080
Urad Dal,Black,FAQ,105.01,112.35,122.74,2025-06-17,Delhi,Delhi,Azadpur APMC,4130
Tomato,Hybrid,FAQ,31.54,34.3,37.02,2025-08-24,Delhi,Delhi,Azadpur APMC,5125
Sunflower Oil,Refined,FAQ,128.81,135.72,146.95,2025-10-21,Maharashtra,Mumbai,Vashi APMC,4301
Masoor Dal,Red,FAQ,83.7,88.66,93.32,2025-04-08,Karnataka,Bengaluru,Yeshwantpur APMC,4986
Garlic,Desi,FAQ,112.58,124.47,131.01,2025-03-22,Karnataka,Bengaluru,Yeshwantpur APMC,4747
Onion,Red/Nashik,FAQ,29.77,32.9,35.8,2025-07-23,Karnataka,Bengaluru,Yeshwantpur APMC,5690
Salt,Iodized,FAQ,18.32,19.96,21.58,2025-01-04,Karnataka,Bengaluru,Yeshwantpur APMC,4876
Palm Oil,Imported,FAQ,96.46,106.12,114.26,2025-03-11,Delhi,Delhi,Azadpur APMC,3998
Gram Dal,Desi,FAQ,63.97,69.89,74.94,2024-11-11,Karnataka,Bengaluru,Yeshwantpur APMC,5034
Potato,Desi/Local,FAQ,18.92,20.38,22.15,2025-10-26,Delhi,Delhi,Azadpur APMC,5939
Atta,Whole Wheat,FAQ,32.74,35.61,38.07,2025-01-30,Uttar Pradesh,Lucknow,Dubagga Mandi,4880
Moong Dal,Split,FAQ,82.73,88.61,96.84,2024-11-04,Delhi,Delhi,Azadpur APMC,5251
Urad Dal,Black,FAQ,87.35,92.17,100.1,2024-11-10,Maharashtra,Mumbai,Vashi APMC,6584
Urad Dal,Black,FAQ,99.35,110.38,121.21,2025-05-18,Delhi,Delhi,Azadpur APMC,4525
Ginger,Local,FAQ,87.34,93.86,101.82,2024-12-25,Uttar Pradesh,Lucknow,Dubagga Mandi,4931
Soya Oil,Refined,FAQ,115.09,127.01,137.97,2025-10-21,Karnataka,Bengaluru,Yeshwantpur APMC,5059
Masoor Dal,Red,FAQ,81.09,86.41,91.02,2025-11-24,Delhi,Delhi,Azadpur APMC,4982
Ginger,Local,FAQ,87.14,92.81,101.31,2025-01-17,Delhi,Delhi,Azadpur APMC,4619
Sugar,M-30,FAQ,45.03,48.5,51.83,2025-04-10,Maharashtra,Mumbai,Vashi APMC,4728
Tur Dal,Unpolished,FAQ,109.23,115.04,125.07,2025-05-24,Uttar Pradesh,Lucknow,Dubagga Mandi,4967
Mustard Oil,Kachi Ghani,FAQ,120.86,132.6,143.55,2025-09-22,Maharashtra,Mumbai,Vashi APMC,5451
Milk,Toned,FAQ,49.75,54.88,58.57,2025-02-03,Delhi,Delhi,Azadpur APMC,4874
Masoor Dal,Red,FAQ,85.62,92.58,97.7,2025-02-27,Uttar Pradesh,Lucknow,Dubagga Mandi,4505
Potato,Desi/Local,FAQ,32.91,34.95,37.67,2025-03-27,Uttar Pradesh,Lucknow,Dubagga Mandi,3988
Potato,Desi/Local,FAQ,30.91,32.83,34.57,2025-04-09,Delhi,Delhi,Azadpur APMC,4165
Green Chilli,Teja,FAQ,61.59,67.77,74.36,2025-02-27,Karnataka,Bengaluru,Yeshwantpur APMC,4154
Palm Oil,Imported,FAQ,89.37,95.5,100.39,2025-07-05,Uttar Pradesh,Lucknow,Dubagga Mandi,5155
Tomato,Hybrid,FAQ,49.66,53.47,58.79,2025-03-08,Karnataka,Bengaluru,Yeshwantpur APMC,3847
Green Chilli,Teja,FAQ,52.5,56.13,59.17,2024-11-17,Karnataka,Bengaluru,Yeshwantpur APMC,5521
Soya Oil,Refined,FAQ,101.18,106.91,113.92,2024-11-21,Maharashtra,Mumbai,Vashi APMC,6602
Masoor Dal,Red,FAQ,77.81,84.12,89.25,2025-09-07,Maharashtra,Mumbai,Vashi APMC,4780
Sunflower Oil,Refined,FAQ,128.25,139.13,148.13,2025-03-27,Maharashtra,Mumbai,Vashi APMC,4447
Urad Dal,Black,FAQ,99.86,106.26,116.78,2025-09-13,Uttar Pradesh,Lucknow,Dubagga Mandi,5337
Moong Dal,Split,FAQ,81.51,89.69,96.65,2025-09-11,Delhi,Delhi,Azadpur APMC,5492
Masoor Dal,Red,FAQ,73.81,81.15,88.77,2025-01-18,Karnataka,Bengaluru,Yeshwantpur APMC,5528
Sunflower Oil,Refined,FAQ,136.45,144.5,153.7,2025-01-10,Karnataka,Bengaluru,Yeshwantpur APMC,3448
Urad Dal,Black,FAQ,110.97,122.46,132.57,2025-06-17,Maharashtra,Mumbai,Vashi APMC,3482
Groundnut Oil,Filtered,FAQ,168.94,187.55,199.34,2025-07-16,Uttar Pradesh,Lucknow,Dubagga Mandi,4104
Soya Oil,Refined,FAQ,101.64,112.42,119.7,2025-09-26,Karnataka,Bengaluru,Yeshwantpur APMC,6263
Garlic,Desi,FAQ,99.91,110.19,118.35,2024-11-12,Karnataka,Bengaluru,Yeshwantpur APMC,6459
Atta,Whole Wheat,FAQ,36.03,38.87,42.12,2025-01-31,Delhi,Delhi,Azadpur APMC,4319
Garlic,Desi,FAQ,119.15,130.94,142.31,2025-03-12,Delhi,Delhi,Azadpur APMC,3444
Tomato,Hybrid,FAQ,44.61,48.61,52.65,2025-05-10,Maharashtra,Mumbai,Vashi APMC,4632
Mustard Oil,Kachi Ghani,FAQ,136.03,145.3,158.24,2025-05-17,Uttar Pradesh,Lucknow,Dubagga Mandi,4081
Rice,Basmati/Common,FAQ,46.67,51.28,55.74,2025-04-15,Uttar Pradesh,Lucknow,Dubagga Mandi,4242
Urad Dal,Black,FAQ,100.62,110.97,118.93,2025-08-10,Delhi,Delhi,Azadpur APMC,4887
Salt,Iodized,FAQ,18.81,20.73,22.1,2025-06-22,Delhi,Delhi,Azadpur APMC,4658
Milk,Toned,FAQ,51.11,56.01,61.26,2025-07-22,Karnataka,Bengaluru,Yeshwantpur APMC,4604
