Batch_ID,Warehouse_ID,Location,Commodity,Category,Quantity_MT,Entry_Date,Shelf_Life_Days,Expiry_Date,Days_Until_Expiry,Status
B_34553,WH_AP_01,"Guntur, Andhra Pradesh",Urad Dal,Pulses,64,2025-01-19,365,2026-01-19,55,HEALTHY
B_34554,WH_MP_01,"Indore, Madhya Pradesh",Potato,Vegetable,139,2025-06-19,120,2025-10-17,-39,EXPIRED (Loss)
B_34555,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,57,2025-11-02,365,2026-11-02,342,HEALTHY
B_34556,WH_KA_01,"Kolar, Karnataka",Salt,Others,442,2025-07-03,1000,2028-03-29,855,HEALTHY
B_34557,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,442,2025-11-10,730,2027-11-10,715,HEALTHY
B_34558,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,272,2025-09-18,365,2026-09-18,297,HEALTHY
B_34559,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,461,2024-12-30,365,2025-12-30,35,HEALTHY
B_34560,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,177,2025-10-13,365,2026-10-13,322,HEALTHY
B_34561,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,209,2025-02-03,120,2025-06-03,-175,EXPIRED (Loss)
B_34562,WH_WB_01,"Hooghly, West Bengal",Onion,Vegetable,288,2025-03-16,60,2025-05-15,-194,EXPIRED (Loss)
B_34563,WH_MH_02,"Latur, Maharashtra",Mustard Oil,Oils,432,2025-10-14,365,2026-10-14,323,HEALTHY
B_34564,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,488,2025-06-26,730,2027-06-26,578,HEALTHY
B_34565,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,221,2025-06-29,120,2025-10-27,-29,EXPIRED (Loss)
B_34566,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,231,2024-11-20,365,2025-11-20,-5,EXPIRED (Loss)
B_34567,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,102,2024-11-16,120,2025-03-16,-254,EXPIRED (Loss)
B_34568,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,226,2025-01-20,365,2026-01-20,56,HEALTHY
B_34569,WH_DL_01,"Najafgarh, Delhi",Tur Dal,Pulses,419,2025-05-15,365,2026-05-15,171,HEALTHY
B_34570,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,210,2025-11-18,730,2027-11-18,723,HEALTHY
B_34571,WH_UP_01,"Agra, Uttar Pradesh",Gram (Chana),Pulses,181,2025-10-04,365,2026-10-04,313,HEALTHY
B_34572,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,411,2024-11-16,730,2026-11-16,356,HEALTHY
B_34573,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,102,2025-06-17,730,2027-06-17,569,HEALTHY
B_34574,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,47,2025-08-10,730,2027-08-10,623,HEALTHY
B_34575,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,353,2025-02-02,120,2025-06-02,-176,EXPIRED (Loss)
B_34576,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,111,2025-03-18,60,2025-05-17,-192,EXPIRED (Loss)
B_34577,WH_KA_01,"Kolar, Karnataka",Rice,Grains,271,2024-12-26,730,2026-12-26,396,HEALTHY
B_34578,WH_MH_01,"Nashik, Maharashtra",Masur Dal,Pulses,216,2025-03-22,365,2026-03-22,117,HEALTHY
B_34579,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,113,2025-07-03,365,2026-07-03,220,HEALTHY
B_34580,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,331,2025-05-23,120,2025-09-20,-66,EXPIRED (Loss)
B_34581,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,401,2025-02-19,1000,2027-11-16,721,HEALTHY
B_34582,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,455,2024-12-26,120,2025-04-25,-214,EXPIRED (Loss)
B_34583,WH_AP_01,"Guntur, Andhra Pradesh",Tomato,Vegetable,203,2024-12-01,15,2024-12-16,-344,EXPIRED (Loss)
B_34584,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,87,2025-08-22,365,2026-08-22,270,HEALTHY
B_34585,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,11,2025-08-11,1000,2028-05-07,894,HEALTHY
B_34586,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,498,2025-03-03,120,2025-07-01,-147,EXPIRED (Loss)
B_34587,WH_MH_02,"Latur, Maharashtra",Wheat,Grains,27,2025-05-16,730,2027-05-16,537,HEALTHY
B_34588,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,13,2025-04-25,730,2027-04-25,516,HEALTHY
B_34589,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,429,2025-10-02,730,2027-10-02,676,HEALTHY
B_34590,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,160,2025-07-19,730,2027-07-19,601,HEALTHY
B_34591,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,264,2025-02-21,730,2027-02-21,453,HEALTHY
B_34592,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,407,2025-07-27,120,2025-11-24,-1,EXPIRED (Loss)
B_34593,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,278,2025-06-17,120,2025-10-15,-41,EXPIRED (Loss)
B_34594,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,408,2025-03-14,730,2027-03-14,474,HEALTHY
B_34595,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,154,2024-12-27,365,2025-12-27,32,HEALTHY
B_34596,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,430,2025-01-03,365,2026-01-03,39,HEALTHY
B_34597,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,83,2025-08-06,730,2027-08-06,619,HEALTHY
B_34598,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,246,2025-06-21,730,2027-06-21,573,HEALTHY
B_34599,WH_MH_02,"Latur, Maharashtra",Masur Dal,Pulses,435,2025-07-22,365,2026-07-22,239,HEALTHY
B_34600,WH_DL_01,"Najafgarh, Delhi",Masur Dal,Pulses,374,2025-03-16,365,2026-03-16,111,HEALTHY
B_34601,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,61,2025-01-16,1000,2027-10-13,687,HEALTHY
B_34602,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,314,2025-06-19,120,2025-10-17,-39,EXPIRED (Loss)
B_34603,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,105,2025-10-13,365,2026-10-13,322,HEALTHY
B_34604,WH_AP_01,"Guntur, Andhra Pradesh",Onion,Vegetable,31,2025-04-02,60,2025-06-01,-177,EXPIRED (Loss)
B_34605,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,151,2025-09-05,730,2027-09-05,649,HEALTHY
B_34606,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,443,2025-10-23,730,2027-10-23,697,HEALTHY
B_34607,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,334,2025-07-24,730,2027-07-24,606,HEALTHY
B_34608,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,394,2025-04-10,365,2026-04-10,136,HEALTHY
B_34609,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,333,2025-01-19,730,2027-01-19,420,HEALTHY
B_34610,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,19,2025-08-26,15,2025-09-10,-76,EXPIRED (Loss)
B_34611,WH_MH_01,"Nashik, Maharashtra",Moong Dal,Pulses,379,2025-03-23,365,2026-03-23,118,HEALTHY
B_34612,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,55,2025-02-11,365,2026-02-11,78,HEALTHY
B_34613,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,491,2025-04-20,730,2027-04-20,511,HEALTHY
B_34614,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,444,2025-05-14,730,2027-05-14,535,HEALTHY
B_34615,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,349,2025-06-09,120,2025-10-07,-49,EXPIRED (Loss)
B_34616,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,439,2025-10-06,365,2026-10-06,315,HEALTHY
B_34617,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,448,2024-11-27,60,2025-01-26,-303,EXPIRED (Loss)
B_34618,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,255,2025-07-16,365,2026-07-16,233,HEALTHY
B_34619,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,498,2025-05-24,730,2027-05-24,545,HEALTHY
B_34620,WH_MH_02,"Latur, Maharashtra",Salt,Others,41,2024-12-29,1000,2027-09-25,669,HEALTHY
B_34621,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,497,2025-11-04,365,2026-11-04,344,HEALTHY
B_34622,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,233,2025-11-12,120,2026-03-12,107,HEALTHY
B_34623,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,339,2025-06-17,730,2027-06-17,569,HEALTHY
B_34624,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,412,2025-08-14,120,2025-12-12,17,WARNING: Sell Soon
B_34625,WH_PB_01,"Ludhiana, Punjab",Potato,Vegetable,412,2025-01-30,120,2025-05-30,-179,EXPIRED (Loss)
B_34626,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,27,2024-12-28,15,2025-01-12,-317,EXPIRED (Loss)
B_34627,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,259,2025-10-22,730,2027-10-22,696,HEALTHY
B_34628,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,294,2025-05-13,365,2026-05-13,169,HEALTHY
B_34629,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,470,2025-08-21,1000,2028-05-17,904,HEALTHY
B_34630,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,66,2025-02-25,730,2027-02-25,457,HEALTHY
B_34631,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,449,2025-08-25,730,2027-08-25,638,HEALTHY
B_34632,WH_PB_01,"Ludhiana, Punjab",Sunflower Oil,Oils,85,2025-07-04,365,2026-07-04,221,HEALTHY
B_34633,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,141,2025-06-08,365,2026-06-08,195,HEALTHY
B_34634,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,482,2025-08-21,730,2027-08-21,634,HEALTHY
B_34635,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,284,2025-10-03,365,2026-10-03,312,HEALTHY
B_34636,WH_DL_01,"Najafgarh, Delhi",Sunflower Oil,Oils,299,2025-07-31,365,2026-07-31,248,HEALTHY
B_34637,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,499,2025-09-12,730,2027-09-12,656,HEALTHY
B_34638,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,449,2024-12-10,365,2025-12-10,15,WARNING: Sell Soon
B_34639,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,308,2025-03-25,120,2025-07-23,-125,EXPIRED (Loss)
B_34640,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,285,2025-03-14,365,2026-03-14,109,HEALTHY
B_34641,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,323,2025-08-22,730,2027-08-22,635,HEALTHY
B_34642,WH_TN_01,"Chennai, Tamil Nadu",Masur Dal,Pulses,232,2025-03-21,365,2026-03-21,116,HEALTHY
B_34643,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,432,2025-07-16,1000,2028-04-11,868,HEALTHY
B_34644,WH_AP_01,"Guntur, Andhra Pradesh",Gram (Chana),Pulses,408,2025-09-16,365,2026-09-16,295,HEALTHY
B_34645,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,250,2024-11-24,365,2025-11-24,-1,EXPIRED (Loss)
B_34646,WH_KA_01,"Kolar, Karnataka",Rice,Grains,184,2025-01-13,730,2027-01-13,414,HEALTHY
B_34647,WH_WB_01,"Hooghly, West Bengal",Masur Dal,Pulses,340,2024-12-02,365,2025-12-02,7,WARNING: Sell Soon
B_34648,WH_DL_01,"Najafgarh, Delhi",Mustard Oil,Oils,298,2025-10-29,365,2026-10-29,338,HEALTHY
B_34649,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,338,2025-05-26,365,2026-05-26,182,HEALTHY
B_34650,WH_MP_01,"Indore, Madhya Pradesh",Sugar,Others,417,2024-12-25,730,2026-12-25,395,HEALTHY
B_34651,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,40,2024-12-06,365,2025-12-06,11,WARNING: Sell Soon
B_34652,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,92,2025-01-09,365,2026-01-09,45,HEALTHY
B_34653,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,469,2025-07-03,730,2027-07-03,585,HEALTHY
B_34654,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,452,2024-12-14,730,2026-12-14,384,HEALTHY
B_34655,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,473,2024-12-03,730,2026-12-03,373,HEALTHY
B_34656,WH_UP_01,"Agra, Uttar Pradesh",Salt,Others,285,2025-09-11,1000,2028-06-07,925,HEALTHY
B_34657,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,475,2025-02-22,365,2026-02-22,89,HEALTHY
B_34658,WH_DL_01,"Najafgarh, Delhi",Urad Dal,Pulses,398,2025-03-30,365,2026-03-30,125,HEALTHY
B_34659,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,404,2025-07-15,365,2026-07-15,232,HEALTHY
B_34660,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,169,2025-03-19,365,2026-03-19,114,HEALTHY
B_34661,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,25,2025-11-20,60,2026-01-19,55,HEALTHY
B_34662,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,350,2025-03-18,120,2025-07-16,-132,EXPIRED (Loss)
B_34663,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,419,2025-02-04,60,2025-04-05,-234,EXPIRED (Loss)
B_34664,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,232,2025-11-05,730,2027-11-05,710,HEALTHY
B_34665,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,409,2025-05-26,120,2025-09-23,-63,EXPIRED (Loss)
B_34666,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,478,2024-12-19,365,2025-12-19,24,WARNING: Sell Soon
B_34667,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,57,2025-11-09,365,2026-11-09,349,HEALTHY
B_34668,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,56,2025-11-16,730,2027-11-16,721,HEALTHY
B_34669,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,429,2025-09-15,365,2026-09-15,294,HEALTHY
B_34670,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,243,2025-01-09,730,2027-01-09,410,HEALTHY
B_34671,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,361,2025-08-08,365,2026-08-08,256,HEALTHY
B_34672,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,84,2025-03-28,365,2026-03-28,123,HEALTHY
B_34673,WH_KA_01,"Kolar, Karnataka",Sunflower Oil,Oils,219,2025-05-01,365,2026-05-01,157,HEALTHY
B_34674,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,191,2024-12-24,365,2025-12-24,29,WARNING: Sell Soon
B_34675,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,447,2025-09-25,730,2027-09-25,669,HEALTHY
B_34676,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,29,2024-12-26,365,2025-12-26,31,HEALTHY
B_34677,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,470,2025-05-04,365,2026-05-04,160,HEALTHY
B_34678,WH_PB_01,"Ludhiana, Punjab",Masur Dal,Pulses,442,2025-01-23,365,2026-01-23,59,HEALTHY
B_34679,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,238,2025-01-05,120,2025-05-05,-204,EXPIRED (Loss)
B_34680,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,59,2025-07-26,120,2025-11-23,-2,EXPIRED (Loss)
B_34681,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,155,2025-03-21,60,2025-05-20,-189,EXPIRED (Loss)
B_34682,WH_WB_01,"Hooghly, West Bengal",Mustard Oil,Oils,465,2025-11-15,365,2026-11-15,355,HEALTHY
B_34683,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,70,2025-06-05,730,2027-06-05,557,HEALTHY
B_34684,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,457,2025-11-11,365,2026-11-11,351,HEALTHY
B_34685,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,44,2025-02-06,365,2026-02-06,73,HEALTHY
B_34686,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,90,2025-08-05,60,2025-10-04,-52,EXPIRED (Loss)
B_34687,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,328,2025-11-16,730,2027-11-16,721,HEALTHY
B_34688,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,225,2025-07-17,15,2025-08-01,-116,EXPIRED (Loss)
B_34689,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,356,2025-02-16,15,2025-03-03,-267,EXPIRED (Loss)
B_34690,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,42,2025-06-10,730,2027-06-10,562,HEALTHY
B_34691,WH_PB_01,"Ludhiana, Punjab",Sugar,Others,197,2024-12-11,730,2026-12-11,381,HEALTHY
B_34692,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,398,2025-02-24,730,2027-02-24,456,HEALTHY
B_34693,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,317,2025-06-27,730,2027-06-27,579,HEALTHY
B_34694,WH_DL_01,"Najafgarh, Delhi",Tur Dal,Pulses,498,2025-03-28,365,2026-03-28,123,HEALTHY
B_34695,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,87,2024-12-16,120,2025-04-15,-224,EXPIRED (Loss)
B_34696,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,227,2024-11-27,365,2025-11-27,2,WARNING: Sell Soon
B_34697,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,156,2025-08-18,365,2026-08-18,266,HEALTHY
B_34698,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,67,2025-08-20,15,2025-09-04,-82,EXPIRED (Loss)
B_34699,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,115,2025-07-01,730,2027-07-01,583,HEALTHY
B_34700,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,26,2025-01-06,365,2026-01-06,42,HEALTHY
B_34701,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,153,2025-09-08,730,2027-09-08,652,HEALTHY
B_34702,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,337,2025-05-31,730,2027-05-31,552,HEALTHY
B_34703,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,258,2025-01-16,730,2027-01-16,417,HEALTHY
B_34704,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,388,2025-09-26,1000,2028-06-22,940,HEALTHY
B_34705,WH_MH_02,"Latur, Maharashtra",Wheat,Grains,423,2025-01-03,730,2027-01-03,404,HEALTHY
B_34706,WH_TN_01,"Chennai, Tamil Nadu",Gram (Chana),Pulses,24,2025-01-12,365,2026-01-12,48,HEALTHY
B_34707,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,366,2025-01-22,120,2025-05-22,-187,EXPIRED (Loss)
B_34708,WH_KA_01,"Kolar, Karnataka",Rice,Grains,213,2025-09-28,730,2027-09-28,672,HEALTHY
B_34709,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,165,2025-10-16,365,2026-10-16,325,HEALTHY
B_34710,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,178,2025-10-14,365,2026-10-14,323,HEALTHY
B_34711,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,391,2025-06-30,730,2027-06-30,582,HEALTHY
B_34712,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,313,2025-01-14,730,2027-01-14,415,HEALTHY
B_34713,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,417,2025-09-23,365,2026-09-23,302,HEALTHY
B_34714,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,35,2025-10-08,730,2027-10-08,682,HEALTHY
B_34715,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,85,2025-06-13,365,2026-06-13,200,HEALTHY
B_34716,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,286,2025-06-02,365,2026-06-02,189,HEALTHY
B_34717,WH_MH_01,"Nashik, Maharashtra",Wheat,Grains,430,2025-10-04,730,2027-10-04,678,HEALTHY
B_34718,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,146,2025-02-07,120,2025-06-07,-171,EXPIRED (Loss)
B_34719,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,46,2025-08-11,60,2025-10-10,-46,EXPIRED (Loss)
B_34720,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,362,2025-06-21,730,2027-06-21,573,HEALTHY
B_34721,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,87,2025-09-06,730,2027-09-06,650,HEALTHY
B_34722,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,210,2025-06-23,730,2027-06-23,575,HEALTHY
B_34723,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,226,2025-04-02,730,2027-04-02,493,HEALTHY
B_34724,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,256,2025-07-01,730,2027-07-01,583,HEALTHY
B_34725,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,329,2025-11-03,730,2027-11-03,708,HEALTHY
B_34726,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,337,2025-02-22,730,2027-02-22,454,HEALTHY
B_34727,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,20,2024-12-21,730,2026-12-21,391,HEALTHY
B_34728,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,49,2025-07-08,730,2027-07-08,590,HEALTHY
B_34729,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,320,2025-08-30,60,2025-10-29,-27,EXPIRED (Loss)
B_34730,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,490,2025-02-22,365,2026-02-22,89,HEALTHY
B_34731,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,86,2025-06-17,730,2027-06-17,569,HEALTHY
B_34732,WH_AP_01,"Guntur, Andhra Pradesh",Sugar,Others,262,2025-06-02,730,2027-06-02,554,HEALTHY
B_34733,WH_KA_01,"Kolar, Karnataka",Tur Dal,Pulses,227,2025-07-07,365,2026-07-07,224,HEALTHY
B_34734,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,296,2024-12-09,730,2026-12-09,379,HEALTHY
B_34735,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,221,2025-10-03,365,2026-10-03,312,HEALTHY
B_34736,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,374,2025-11-11,15,2025-11-26,1,CRITICAL: DISPOSE NOW
B_34737,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,362,2025-10-22,365,2026-10-22,331,HEALTHY
B_34738,WH_MH_02,"Latur, Maharashtra",Sugar,Others,202,2025-03-11,730,2027-03-11,471,HEALTHY
B_34739,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,370,2025-10-18,730,2027-10-18,692,HEALTHY
B_34740,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,305,2025-09-28,60,2025-11-27,2,CRITICAL: DISPOSE NOW
B_34741,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,231,2025-06-04,730,2027-06-04,556,HEALTHY
B_34742,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,492,2024-12-18,730,2026-12-18,388,HEALTHY
B_34743,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,196,2025-02-06,730,2027-02-06,438,HEALTHY
B_34744,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,201,2025-01-14,730,2027-01-14,415,HEALTHY
B_34745,WH_KA_01,"Kolar, Karnataka",Urad Dal,Pulses,205,2024-12-14,365,2025-12-14,19,WARNING: Sell Soon
B_34746,WH_MH_01,"Nashik, Maharashtra",Sunflower Oil,Oils,297,2025-01-13,365,2026-01-13,49,HEALTHY
B_34747,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,467,2025-01-16,730,2027-01-16,417,HEALTHY
B_34748,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,255,2025-05-13,365,2026-05-13,169,HEALTHY
B_34749,WH_KA_01,"Kolar, Karnataka",Rice,Grains,130,2025-03-15,730,2027-03-15,475,HEALTHY
B_34750,WH_MH_02,"Latur, Maharashtra",Moong Dal,Pulses,248,2025-10-16,365,2026-10-16,325,HEALTHY
B_34751,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,498,2025-03-11,365,2026-03-11,106,HEALTHY
B_34752,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,15,2025-05-21,730,2027-05-21,542,HEALTHY
B_34753,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,450,2025-05-11,730,2027-05-11,532,HEALTHY
B_34754,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,175,2025-03-15,1000,2027-12-10,745,HEALTHY
B_34755,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,258,2025-11-18,365,2026-11-18,358,HEALTHY
B_34756,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,169,2025-10-17,730,2027-10-17,691,HEALTHY
B_34757,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,289,2025-07-23,120,2025-11-20,-5,EXPIRED (Loss)
B_34758,WH_KA_01,"Kolar, Karnataka",Rice,Grains,269,2025-05-13,730,2027-05-13,534,HEALTHY
B_34759,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,208,2025-01-24,1000,2027-10-21,695,HEALTHY
B_34760,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,17,2025-03-18,730,2027-03-18,478,HEALTHY
B_34761,WH_MH_01,"Nashik, Maharashtra",Urad Dal,Pulses,409,2025-09-07,365,2026-09-07,286,HEALTHY
B_34762,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,332,2025-05-04,730,2027-05-04,525,HEALTHY
B_34763,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,337,2025-01-24,1000,2027-10-21,695,HEALTHY
B_34764,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,360,2025-04-07,730,2027-04-07,498,HEALTHY
B_34765,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,41,2025-06-11,1000,2028-03-07,833,HEALTHY
